foo,bar,baz,high,low
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150206,27,12
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150207,40,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150208,37,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150209,29,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150210,40,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150211,34,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150212,40,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150213,21,8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150214,32,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150215,25,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150216,21,3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150217,27,14
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150218,33,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150219,27,8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150220,19,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150221,32,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150222,43,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150223,38,8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150224,24,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150225,37,20
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150226,32,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150227,30,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150228,29,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150301,31,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150302,39,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150303,37,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150304,45,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150305,40,19
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150306,27,12
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150307,38,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150308,49,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150309,54,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150310,53,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150311,59,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150312,47,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150313,43,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150314,51,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150315,44,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150316,52,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150317,57,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150318,39,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150319,43,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150320,38,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150321,47,29
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150322,43,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150323,38,23
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150324,45,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150325,49,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150326,62,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150327,46,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150328,40,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150329,46,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150330,54,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150331,47,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150401,51,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150402,67,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150403,64,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150404,60,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150405,61,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150406,63,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150407,62,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150408,45,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150409,43,37
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150410,56,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150411,57,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150412,66,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150413,68,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150414,65,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150415,72,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150416,64,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150417,71,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150418,80,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150419,64,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150420,57,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150421,65,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150422,69,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150423,52,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150424,52,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150425,62,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150426,64,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150427,62,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150428,71,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150429,78,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150430,67,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150501,63,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150502,74,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150503,80,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150504,85,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150505,85,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150506,73,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150507,80,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150508,82,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150509,70,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150510,83,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150511,84,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150512,86,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150513,70,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150514,73,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150515,75,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150516,75,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150517,83,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150518,75,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150519,80,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150520,67,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150521,62,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150522,74,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150523,70,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150524,81,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150525,85,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150526,88,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150527,85,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150528,85,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150529,85,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150530,85,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150531,87,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150601,58,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150602,55,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150603,70,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150604,65,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150605,70,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150606,76,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150607,74,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150608,79,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150609,83,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150610,82,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150611,89,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150612,88,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150613,86,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150614,88,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150615,83,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150616,79,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150617,82,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150618,71,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150619,87,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150620,75,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150621,88,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150622,87,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150623,90,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150624,84,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150625,83,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150626,81,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150627,71,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150628,73,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150629,76,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150630,82,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150701,82,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150702,80,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150703,82,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150704,75,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150705,83,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150706,83,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150707,88,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150708,88,77
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150709,79,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150710,84,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150711,88,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150712,89,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150713,88,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150714,82,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150715,81,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150716,80,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150717,81,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150718,85,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150719,93,78
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150720,94,82
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150721,89,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150722,85,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150723,86,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150724,87,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150725,88,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150726,90,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150727,86,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150728,95,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150729,96,78
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150730,87,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150731,89,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150801,89,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150802,89,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150803,90,75
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150804,89,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150805,87,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150806,83,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150807,84,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150808,82,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150809,85,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150810,84,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150811,81,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150812,85,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150813,83,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150814,88,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150815,92,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150816,93,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150817,95,78
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150818,90,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150819,87,77
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150820,86,77
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150821,87,71
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150822,86,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150823,85,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150824,87,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150825,90,73
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150826,85,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150827,82,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150828,82,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150829,87,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150830,90,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150831,91,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150901,90,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150902,91,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150903,93,74
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150904,85,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150905,83,67
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150906,87,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150907,92,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150908,97,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150909,90,76
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150910,79,70
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150911,81,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150912,79,69
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150913,80,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150914,77,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150915,84,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150916,88,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150917,89,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150918,87,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150919,83,68
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150920,79,64
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150921,73,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150922,71,62
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150923,80,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150924,82,60
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150925,76,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150926,72,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150927,71,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150928,78,65
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150929,83,72
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150930,79,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151001,64,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151002,57,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151003,55,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151004,63,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151005,67,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151006,73,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151007,73,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151008,72,59
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151009,78,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151010,65,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151011,69,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151012,77,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151013,72,61
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151014,69,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151015,64,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151016,64,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151017,56,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151018,50,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151019,53,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151020,70,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151021,76,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151022,75,58
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151023,65,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151024,57,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151025,68,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151026,58,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151027,59,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151028,69,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151029,73,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151030,61,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151031,56,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151101,65,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151102,63,54
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151103,72,48
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151104,70,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151105,71,56
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151106,74,66
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151107,72,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151108,56,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151109,59,43
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151110,57,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151111,58,49
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151112,61,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151113,58,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151114,49,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151115,58,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151116,67,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151117,52,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151118,58,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151119,64,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151120,64,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151121,53,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151122,55,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151123,44,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151124,46,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151125,50,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151126,60,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151127,64,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151128,64,45
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151129,49,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151130,47,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151201,51,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151202,57,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151203,55,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151204,51,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151205,51,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151206,53,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151207,54,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151208,49,41
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151209,55,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151210,60,51
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151211,61,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151212,66,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151213,67,55
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151214,67,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151215,68,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151216,53,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151217,59,50
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151218,57,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151219,40,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151220,43,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151221,56,39
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151222,62,53
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151223,64,52
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151224,72,63
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151225,66,57
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151226,59,47
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151227,61,46
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151228,46,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151229,46,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151230,48,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151231,48,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160101,42,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160102,40,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160103,45,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160104,36,14
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160105,29,11
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160106,41,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160107,46,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160108,46,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160109,47,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160110,59,40
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160111,40,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160112,44,25
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160113,30,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160114,38,22
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160115,51,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160116,52,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160117,42,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160118,31,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160119,28,16
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160120,37,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160121,36,26
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160122,30,21
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160123,27,24
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160124,35,20
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160125,39,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160126,48,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160127,47,34
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160128,42,32
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160129,41,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160130,39,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160131,56,36
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160201,59,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160202,50,38
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160203,59,42
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160204,59,44
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160205,44,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160206,40,30
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160207,47,33
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160208,39,28
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160209,36,27
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160210,39,31
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160211,31,18
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160212,27,15
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160213,22,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160214,15,-1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160215,35,13
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160216,54,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160217,39,35
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160218,36,27
